transcript_id	gene_id	count
NR_132364	PLA2G4C-AS1	0
NR_132365	PLA2G4C-AS1	0
NM_178034	PLA2G4D	8
NM_001206670	PLA2G4E	13
NR_120334	PLA2G4E-AS1	3
NM_213600	PLA2G4F	0
NR_033151	PLA2G4F	6
NM_000929	PLA2G5	0
NM_001004426	PLA2G6	11
NM_001199562	PLA2G6	38
NM_001349864	PLA2G6	33
NM_001349865	PLA2G6	25
NM_001349866	PLA2G6	0
NM_001349867	PLA2G6	0
NM_001349868	PLA2G6	7
NM_001349869	PLA2G6	0
NM_003560	PLA2G6	12
NM_001168357	PLA2G7	0
NM_005084	PLA2G7	136
NM_001007267	PLA2R1	171
NM_001195641	PLA2R1	0
NM_007366	PLA2R1	169
NM_001031689	PLAA	2470
NM_001321546	PLAA	661
NM_001366112	PLAAT1	11
NM_020386	PLAAT1	96
NM_017878	PLAAT2	1
NM_001128203	PLAAT3	452
NM_007069	PLAAT3	1496
NM_004585	PLAAT4	33
NM_001146728	PLAAT5	0
NM_001146729	PLAAT5	166
NM_054108	PLAAT5	94
NM_001316887	PLAC1	21
NM_001316888	PLAC1	0
NM_001316889	PLAC1	0
NM_021796	PLAC1	0
NR_148920	PLAC4	151
NM_001130715	PLAC8	0
NM_001130716	PLAC8	53
NM_016619	PLAC8	0
NM_001029869	PLAC8L1	69
NM_001012973	PLAC9	69
NM_001331125	PLAC9	0
NR_138551	PLAC9	0
NR_026740	PLAC9P1	2
NM_001114634	PLAG1	341
NM_001114635	PLAG1	728
NM_002655	PLAG1	139
NM_001080951	PLAGL1	0
NM_001080952	PLAGL1	0
NM_001080953	PLAGL1	0
NM_001080954	PLAGL1	0
NM_001080955	PLAGL1	0
NM_001080956	PLAGL1	0
NM_001289037	PLAGL1	0
NM_001289038	PLAGL1	0
NM_001289039	PLAGL1	6
NM_001289040	PLAGL1	0
NM_001289041	PLAGL1	0
NM_001289042	PLAGL1	0
NM_001289043	PLAGL1	0
NM_001289044	PLAGL1	1
NM_001289045	PLAGL1	6
NM_001289046	PLAGL1	5
NM_001289047	PLAGL1	0
NM_001289048	PLAGL1	0
NM_001289049	PLAGL1	0
NM_001317156	PLAGL1	8
NM_001317157	PLAGL1	4
NM_001317158	PLAGL1	0
NM_001317159	PLAGL1	0
NM_001317160	PLAGL1	0
NM_001317161	PLAGL1	0
NM_001317162	PLAGL1	0
NM_006718	PLAGL1	0
NM_002657	PLAGL2	631
NM_000930	PLAT	307
NM_001319189	PLAT	0
NM_033011	PLAT	24
NM_001145031	PLAU	54
NM_001319191	PLAU	20
NM_002658	PLAU	1078
NM_001005376	PLAUR	26
NM_001005377	PLAUR	12
NM_001301037	PLAUR	0
NM_002659	PLAUR	193
NM_001170585	PLB1	0
NM_153021	PLB1	5
NR_138141	PLB1	3
NM_024829	PLBD1	571
NR_120465	PLBD1-AS1	0
NM_001159727	PLBD2	63
NM_173542	PLBD2	1018
NM_015192	PLCB1	566
NM_182734	PLCB1	213
NR_046809	PLCB1-IT1	6
NM_001284297	PLCB2	83
NM_001284298	PLCB2	190
NM_001284299	PLCB2	13
NM_004573	PLCB2	7
NM_000932	PLCB3	5533
NM_001184883	PLCB3	240
NM_001316314	PLCB3	148
NM_000933	PLCB4	0
NM_001172646	PLCB4	0
NM_001377134	PLCB4	366
NM_001377135	PLCB4	0
NM_001377136	PLCB4	0
NM_001377142	PLCB4	278
NM_001377143	PLCB4	281
NM_182797	PLCB4	0
NM_001130964	PLCD1	1
NM_006225	PLCD1	556
NR_024071	PLCD1	83
NM_133373	PLCD3	797
NM_032726	PLCD4	3
NM_001165979	PLCE1	0
NM_001288989	PLCE1	0
NM_016341	PLCE1	490
NR_033969	PLCE1-AS1	0
NR_120615	PLCE1-AS2	0
NR_120616	PLCE1-AS2	0
NM_002660	PLCG1	3519
NM_182811	PLCG1	1350
NR_109889	PLCG1-AS1	66
NM_002661	PLCG2	158
NM_001130960	PLCH1	113
NM_001130961	PLCH1	0
NM_001349250	PLCH1	0
NM_001349251	PLCH1	746
NM_001349252	PLCH1	0
NM_014996	PLCH1	1064
NR_146955	PLCH1-AS2	0
NM_001303012	PLCH2	77
NM_001303013	PLCH2	0
NM_014638	PLCH2	7
NM_006226	PLCL1	28
NM_001144382	PLCL2	1161
NM_015184	PLCL2	196
NM_001370370	PLCXD1	0
NM_001370370	PLCXD1	0
NM_001370371	PLCXD1	0
NM_001370371	PLCXD1	106
NM_001370372	PLCXD1	0
NM_001370372	PLCXD1	31
NM_001370373	PLCXD1	0
NM_001370373	PLCXD1	163
NM_018390	PLCXD1	0
NM_018390	PLCXD1	2755
NR_028057	PLCXD1	0
NR_028057	PLCXD1	403
NR_163416	PLCXD1	0
NR_163416	PLCXD1	23
NM_001185106	PLCXD2	47
NM_153268	PLCXD2	16
NR_046733	PLCXD2-AS1	10
NM_001005473	PLCXD3	35
NM_001330769	PLCZ1	1
NM_001330774	PLCZ1	0
NM_033123	PLCZ1	0
NM_001130081	PLD1	80
NM_002662	PLD1	13
NM_001243108	PLD2	131
NM_002663	PLD2	835
NM_001031696	PLD3	2513
NM_001291311	PLD3	1487
NM_012268	PLD3	2432
NM_001308174	PLD4	4
NM_138790	PLD4	0
NM_001195811	PLD5	0
NM_001195812	PLD5	4
NM_001320272	PLD5	41
NM_001372062	PLD5	289
NM_178836	PLD6	4
NM_000445	PLEC	955
NM_201378	PLEC	1155
NM_201379	PLEC	6362
NM_201380	PLEC	1403
NM_201381	PLEC	0
NM_201382	PLEC	504
NM_201383	PLEC	1134
NM_201384	PLEC	2633
NM_002664	PLEK	0
NM_016445	PLEK2	33
NM_001001974	PLEKHA1	200
NM_001195608	PLEKHA1	0
NM_001330178	PLEKHA1	5
NM_001377230	PLEKHA1	141
NM_001377231	PLEKHA1	422
NM_001377232	PLEKHA1	0
NM_001377234	PLEKHA1	56
NM_001377235	PLEKHA1	178
NM_001377237	PLEKHA1	225
NM_001377238	PLEKHA1	152
NM_001377240	PLEKHA1	1
NM_001377241	PLEKHA1	8
NM_001377242	PLEKHA1	0
NM_001377243	PLEKHA1	270
NM_001377244	PLEKHA1	71
NM_001377245	PLEKHA1	250
NM_001377246	PLEKHA1	0
NM_001377247	PLEKHA1	1
NM_001377248	PLEKHA1	37
NM_001377249	PLEKHA1	0
NM_001377250	PLEKHA1	0
NM_001377251	PLEKHA1	25
NM_001377252	PLEKHA1	34
NM_001377253	PLEKHA1	0
NM_001377254	PLEKHA1	0
NM_001377255	PLEKHA1	0
NM_001377256	PLEKHA1	1
NM_001377257	PLEKHA1	0
NM_001377258	PLEKHA1	0
NM_021622	PLEKHA1	403
NR_165160	PLEKHA1	0
NR_165161	PLEKHA1	0
NR_165162	PLEKHA1	0
NR_165164	PLEKHA1	0
NR_165165	PLEKHA1	0
NM_021623	PLEKHA2	485
NM_019091	PLEKHA3	1401
NM_001161354	PLEKHA4	13
NM_020904	PLEKHA4	128
NM_001143821	PLEKHA5	290
NM_001190860	PLEKHA5	272
NM_001256470	PLEKHA5	0
NM_001256787	PLEKHA5	76
NM_001385923	PLEKHA5	0
NM_001385924	PLEKHA5	0
NM_001385925	PLEKHA5	0
NM_001385926	PLEKHA5	0
NM_001385927	PLEKHA5	54
NM_001385928	PLEKHA5	0
NM_001385929	PLEKHA5	0
NM_001385930	PLEKHA5	0
NM_001385931	PLEKHA5	0
NM_001385932	PLEKHA5	11
NM_001385933	PLEKHA5	0
NM_001385934	PLEKHA5	0
NM_001385935	PLEKHA5	0
NM_001385936	PLEKHA5	0
NM_001385937	PLEKHA5	0
NM_001385938	PLEKHA5	340
NM_001385939	PLEKHA5	0
NM_001385940	PLEKHA5	0
NM_001385941	PLEKHA5	0
NM_001385942	PLEKHA5	0
NM_001385943	PLEKHA5	111
NM_001385944	PLEKHA5	0
NM_001385945	PLEKHA5	0
NM_001385946	PLEKHA5	139
NM_001385947	PLEKHA5	0
NM_001385948	PLEKHA5	13
NM_001385949	PLEKHA5	0
NM_001385950	PLEKHA5	0
NM_001385951	PLEKHA5	0
NM_001385952	PLEKHA5	86
NM_001385953	PLEKHA5	0
NM_001385954	PLEKHA5	0
NM_001385955	PLEKHA5	0
NM_001385956	PLEKHA5	160
NM_001385957	PLEKHA5	193
NM_001385958	PLEKHA5	0
NM_001385959	PLEKHA5	0
NM_001385960	PLEKHA5	0
NM_001385961	PLEKHA5	7
NM_001385962	PLEKHA5	0
NM_001385963	PLEKHA5	0
NM_001385964	PLEKHA5	0
NM_001385965	PLEKHA5	0
NM_001385966	PLEKHA5	11
NM_001385967	PLEKHA5	20
NM_001385968	PLEKHA5	0
NM_001385969	PLEKHA5	0
NM_001385970	PLEKHA5	0
NM_001385971	PLEKHA5	0
NM_001385972	PLEKHA5	0
NM_001385973	PLEKHA5	18
NM_019012	PLEKHA5	3163
NR_169816	PLEKHA5	0
NR_169817	PLEKHA5	187
NR_169818	PLEKHA5	65
NR_169819	PLEKHA5	19
NR_169820	PLEKHA5	85
NR_169821	PLEKHA5	0
NM_014935	PLEKHA6	359
NM_001329630	PLEKHA7	411
NM_001329631	PLEKHA7	194
NM_175058	PLEKHA7	0
NM_001197026	PLEKHA8	3383
NM_001197027	PLEKHA8	94
NM_001350973	PLEKHA8	171
NM_001350974	PLEKHA8	88
NM_001350975	PLEKHA8	122
NM_001363473	PLEKHA8	97
NM_001363474	PLEKHA8	12
NM_032639	PLEKHA8	124
NR_037144	PLEKHA8P1	202
NM_001130033	PLEKHB1	84
NM_001130034	PLEKHB1	0
NM_001130035	PLEKHB1	18
NM_001130036	PLEKHB1	0
NM_021200	PLEKHB1	0
NM_001100623	PLEKHB2	1898
NM_001267062	PLEKHB2	160
NM_001267063	PLEKHB2	49
NM_001267064	PLEKHB2	129
NM_001267065	PLEKHB2	578
NM_001267066	PLEKHB2	0
NM_001267067	PLEKHB2	88
NM_001267068	PLEKHB2	0
NM_001309448	PLEKHB2	0
NM_001309450	PLEKHB2	25
NM_001309451	PLEKHB2	0
NM_001309452	PLEKHB2	32
NM_017958	PLEKHB2	416
NM_001161498	PLEKHD1	46
NM_024310	PLEKHF1	236
NM_024613	PLEKHF2	839
NM_001029884	PLEKHG1	58
NM_001329798	PLEKHG1	0
NM_001329799	PLEKHG1	31
NM_001329800	PLEKHG1	0
NM_001329801	PLEKHG1	58
NM_001329802	PLEKHG1	0
NM_001329803	PLEKHG1	0
NM_001329804	PLEKHG1	0
NM_001329805	PLEKHG1	16
NM_001329806	PLEKHG1	8
NR_138136	PLEKHG1	10
NR_138137	PLEKHG1	1
NR_138138	PLEKHG1	3
NR_138139	PLEKHG1	0
NR_138140	PLEKHG1	12
NM_001351693	PLEKHG2	0
NM_001351694	PLEKHG2	10
NM_022835	PLEKHG2	888
NM_001308147	PLEKHG3	4270
NM_001129727	PLEKHG4	0
NM_001129728	PLEKHG4	0
NM_001129729	PLEKHG4	360
NM_001129731	PLEKHG4	143
NM_052909	PLEKHG4B	1667
NM_001042663	PLEKHG5	261
NM_001042664	PLEKHG5	115
NM_001042665	PLEKHG5	125
NM_001265592	PLEKHG5	55
NM_001265593	PLEKHG5	284
NM_001265594	PLEKHG5	0
NM_020631	PLEKHG5	311
NM_198681	PLEKHG5	13
NM_001144856	PLEKHG6	0
NM_001144857	PLEKHG6	0
NM_001384598	PLEKHG6	585
NM_001384599	PLEKHG6	0
NM_001384600	PLEKHG6	0
NM_001384601	PLEKHG6	7
NM_001384602	PLEKHG6	56
NM_001384603	PLEKHG6	0
NM_001384604	PLEKHG6	0
NM_018173	PLEKHG6	13
NR_169277	PLEKHG6	0
NR_169278	PLEKHG6	11
NM_001037671	PLEKHG7	0
NM_001178097	PLEKHG7	0
NM_001377329	PLEKHG7	6
NM_020715	PLEKHH1	1449
NM_172069	PLEKHH2	399
NM_024927	PLEKHH3	273
NR_073573	PLEKHH3	54
NR_073574	PLEKHH3	26
NM_001300836	PLEKHJ1	0
NM_018049	PLEKHJ1	2584
NM_001352825	PLEKHM1	173
NM_014798	PLEKHM1	108
NR_027774	PLEKHM1	0
NR_027782	PLEKHM1	76
NR_024386	PLEKHM1P1	95
NM_015164	PLEKHM2	1443
NM_001080475	PLEKHM3	455
NM_001160184	PLEKHN1	0
NM_001367552	PLEKHN1	0
NM_032129	PLEKHN1	21
NM_001304722	PLEKHO1	254
NM_001304723	PLEKHO1	47
NM_001304724	PLEKHO1	36
NM_016274	PLEKHO1	1045
NM_001195059	PLEKHO2	0
NM_025201	PLEKHO2	977
NM_001193434	PLEKHS1	0
NM_001193435	PLEKHS1	1
NM_024889	PLEKHS1	1
NM_182601	PLEKHS1	0
NM_001145024	PLET1	0
NM_000301	PLG	6
NM_001168338	PLG	1
NR_003506	PLGLA	0
NM_001032392	PLGLB1	24
NM_002665	PLGLB2	71
NM_018465	PLGRKT	271
NM_001145311	PLIN1	0
NM_002666	PLIN1	7
NM_001122	PLIN2	868
NR_038064	PLIN2	24
NM_001164189	PLIN3	58
NM_001164194	PLIN3	17
NM_005817	PLIN3	979
NM_001367868	PLIN4	119
NM_001013706	PLIN5	39
NM_005030	PLK1	1409
NM_001252226	PLK2	0
NM_006622	PLK2	694
NM_004073	PLK3	241
NM_001190799	PLK4	49
NM_001190801	PLK4	31
NM_014264	PLK4	2559
NM_001243079	PLK5	18
NM_015993	PLLP	70
NM_002667	PLN	29
NM_000302	PLOD1	2545
NM_001316320	PLOD1	22
NM_000935	PLOD2	2502
NM_182943	PLOD2	725
NM_001084	PLOD3	1049
NM_000533	PLP1	148
NM_001128834	PLP1	92
NM_001305004	PLP1	0
NM_199478	PLP1	3184
NM_002668	PLP2	86
NM_001349346	PLPBP	0
NM_001349347	PLPBP	0
NM_001349348	PLPBP	34
NM_001349349	PLPBP	90
NM_007198	PLPBP	450
NM_003711	PLPP1	885
NM_176895	PLPP1	83
NR_103485	PLPP1	26
NM_003712	PLPP2	2925
NM_177526	PLPP2	96
NM_177543	PLPP2	100
NM_003713	PLPP3	2804
NM_001030059	PLPP4	9
NM_001318166	PLPP4	0
NM_001318167	PLPP4	0
NM_001318168	PLPP4	0
NM_001318169	PLPP4	0
NR_134516	PLPP4	4
NM_001102559	PLPP5	482
NM_001102560	PLPP5	217
NM_001354452	PLPP5	41
NM_001354454	PLPP5	34
NM_001354456	PLPP5	19
NM_001354457	PLPP5	30
NM_001354458	PLPP5	0
NM_001354459	PLPP5	0
NM_032483	PLPP5	75
NR_148893	PLPP5	40
NR_148894	PLPP5	0
NM_203453	PLPP6	915
NM_032728	PLPP7	71
NM_017753	PLPPR1	0
NM_207299	PLPPR1	92
NM_001170635	PLPPR2	80
NM_022737	PLPPR2	125
NM_001270366	PLPPR3	1666
NM_024888	PLPPR3	15
NM_001166252	PLPPR4	21
NM_014839	PLPPR4	322
NM_001010861	PLPPR5	167
NM_001037317	PLPPR5	114
NM_001201564	PLRG1	66
NM_002669	PLRG1	3239
NM_001145319	PLS1	1668
NM_001172312	PLS1	0
NM_002670	PLS1	0
NM_001136025	PLS3	122
NM_001172335	PLS3	17
NM_001282337	PLS3	14
NM_001282338	PLS3	95
NM_005032	PLS3	20702
NR_110383	PLS3-AS1	0
NR_110384	PLS3-AS1	12
NM_001363872	PLSCR1	66
NM_001363874	PLSCR1	35
NM_021105	PLSCR1	840
NM_001199978	PLSCR2	4
NM_001199979	PLSCR2	0
NM_020359	PLSCR2	0
NM_001201576	PLSCR3	0
NM_001369407	PLSCR3	245
NM_001369420	PLSCR3	127
NM_001369421	PLSCR3	81
NM_001369422	PLSCR3	0
NM_020360	PLSCR3	0
NM_001128304	PLSCR4	0
NM_001128305	PLSCR4	0
NM_001128306	PLSCR4	0
NM_001177304	PLSCR4	20
NM_020353	PLSCR4	71
NM_001085420	PLSCR5	2
NM_001321245	PLSCR5	0
NM_001242920	PLTP	55
NM_001242921	PLTP	18
NM_006227	PLTP	2113
NM_182676	PLTP	43
NR_047484	PLUT	3
NM_031310	PLVAP	0
NM_020405	PLXDC1	55
NM_001282736	PLXDC2	0
NM_032812	PLXDC2	3873
NM_032242	PLXNA1	6947
NM_025179	PLXNA2	263
NM_017514	PLXNA3	937
NM_001105543	PLXNA4	5
NM_020911	PLXNA4	202
NM_181775	PLXNA4	1
NM_001130082	PLXNB1	5583
NM_002673	PLXNB1	2103
NM_001376864	PLXNB2	181
NM_001376865	PLXNB2	30
NM_001376866	PLXNB2	166
NM_001376867	PLXNB2	654
NM_001376868	PLXNB2	0
NM_001376869	PLXNB2	482
NM_001376870	PLXNB2	17
NM_001376871	PLXNB2	168
NM_001376872	PLXNB2	64
NM_001376873	PLXNB2	124
NM_001376874	PLXNB2	227
NM_001376875	PLXNB2	52
NM_001376876	PLXNB2	216
NM_001376877	PLXNB2	130
NM_001376878	PLXNB2	83
NM_001376879	PLXNB2	28
NM_001376880	PLXNB2	0
NM_001376881	PLXNB2	51
NM_001376882	PLXNB2	0
NM_001376883	PLXNB2	0
NM_001376884	PLXNB2	12
NM_001376885	PLXNB2	25
NM_001376886	PLXNB2	0
NM_012401	PLXNB2	338
NM_001163257	PLXNB3	0
NM_005393	PLXNB3	57
NM_005761	PLXNC1	137
NR_037687	PLXNC1	252
NM_015103	PLXND1	758
NM_152491	PM20D1	0
NR_135186	PM20D1	1
NM_001010853	PM20D2	1077
NM_001382615	PMAIP1	0
NM_001382616	PMAIP1	0
NM_001382617	PMAIP1	241
NM_001382618	PMAIP1	0
NM_001382623	PMAIP1	873
NM_021127	PMAIP1	4328
NM_002674	PMCH	28
NR_003921	PMCHL1	0
NR_003922	PMCHL2	6
NM_001200053	PMEL	101
NM_001200054	PMEL	0
NM_001320121	PMEL	184
NM_001320122	PMEL	565
NM_001384361	PMEL	3900
NM_006928	PMEL	0
NM_001255976	PMEPA1	63
NM_020182	PMEPA1	685
NM_199169	PMEPA1	13
NM_199170	PMEPA1	0
NM_199171	PMEPA1	0
NM_001199653	PMF1	170
NM_001199654	PMF1	18
NM_007221	PMF1	1759
NM_001199661	PMF1-BGLAP	8
NM_001199662	PMF1-BGLAP	95
NM_001199663	PMF1-BGLAP	0
NM_001199664	PMF1-BGLAP	23
NM_001160213	PMFBP1	8
NM_031293	PMFBP1	16
NM_002675	PML	92
NM_033238	PML	49
NM_033239	PML	0
NM_033240	PML	51
NM_033244	PML	13
NM_033246	PML	0
NM_033247	PML	0
NM_033249	PML	51
NM_033250	PML	0
NM_002676	PMM1	172
NM_000303	PMM2	1599
NM_001348381	PMP2	0
NM_002677	PMP2	25
NM_000304	PMP22	0
NM_001281455	PMP22	0
NM_001281456	PMP22	0
NM_001330143	PMP22	0
NM_153321	PMP22	0
NM_153322	PMP22	28
NR_104017	PMP22	0
NR_104018	PMP22	0
NM_001282944	PMPCA	0
NM_001282946	PMPCA	0
NM_015160	PMPCA	2177
NM_004279	PMPCB	3091
NM_000534	PMS1	2002
NM_001128143	PMS1	240
NM_001128144	PMS1	41
NM_001289408	PMS1	73
NM_001289409	PMS1	0
NM_001321044	PMS1	2
NM_001321045	PMS1	49
NM_001321046	PMS1	29
NM_001321047	PMS1	170
NM_001321048	PMS1	0
NM_001321049	PMS1	100
NM_001321051	PMS1	0
NR_110332	PMS1	64
NM_000535	PMS2	357
NM_001322003	PMS2	0
NM_001322004	PMS2	20
NM_001322005	PMS2	47
NM_001322006	PMS2	63
NM_001322007	PMS2	101
NM_001322008	PMS2	22
NM_001322009	PMS2	0
NM_001322010	PMS2	46
NM_001322011	PMS2	68
NM_001322012	PMS2	0
NM_001322013	PMS2	0
NM_001322014	PMS2	0
NM_001322015	PMS2	257
NR_136154	PMS2	20
NR_002217	PMS2CL	334
NR_003613	PMS2P1	144
NR_003614	PMS2P2	0
NR_028059	PMS2P3	245
NR_022007	PMS2P4	24
NR_046297	PMS2P4	4
NR_046299	PMS2P4	5
NR_027775	PMS2P5	50
NR_027776	PMS2P5	16
NR_027777	PMS2P5	16
NR_130940	PMS2P7	66
NR_028058	PMS2P9	161
NM_001323011	PMVK	7
NM_001323012	PMVK	0
NM_001348696	PMVK	0
NM_006556	PMVK	252
NM_001039582	PNCK	0
NM_001135740	PNCK	0
NM_001366975	PNCK	9
NM_001366976	PNCK	0
NM_001366977	PNCK	94
NM_001366978	PNCK	0
NM_001366979	PNCK	0
NM_001366980	PNCK	0
NM_001322405	PNISR	0
NM_001322406	PNISR	35
NM_001322408	PNISR	0
NM_001322410	PNISR	2383
NM_001322412	PNISR	665
NM_001322413	PNISR	0
NM_001322414	PNISR	527
NM_001322415	PNISR	0
NM_001322416	PNISR	13
NM_001322417	PNISR	18
NM_001322418	PNISR	49
NM_001322419	PNISR	548
NM_015491	PNISR	0
NM_032870	PNISR	0
NR_136326	PNISR	4036
NM_001077399	PNKD	524
NM_015488	PNKD	24
NM_022572	PNKD	86
NM_007254	PNKP	1150
NR_148381	PNKY	0
NM_001271862	PNLDC1	2
NM_173516	PNLDC1	0
NM_000936	PNLIP	0
NM_001303135	PNLIPRP1	1
NM_006229	PNLIPRP1	0
NR_103727	PNLIPRP2	8
NM_001011709	PNLIPRP3	1
NM_006029	PNMA1	1348
NM_007257	PNMA2	994
NM_001282535	PNMA3	0
NM_013364	PNMA3	541
NM_001103150	PNMA5	0
NM_001103151	PNMA5	7
NM_001184924	PNMA5	0
NM_052926	PNMA5	0
NM_032882	PNMA6A	313
NM_001351293	PNMA6E	0
NM_001351294	PNMA6E	0
NM_001367770	PNMA6E	0
NM_001354980	PNMA6F	18
NM_001103149	PNMA8A	11
NM_018215	PNMA8A	1422
NM_020709	PNMA8B	204
NM_001386793	PNMA8C	270
NM_002686	PNMT	36
NR_073461	PNMT	6
NM_002687	PNN	5646
NM_001329916	PNO1	88
NM_001329917	PNO1	245
NM_020143	PNO1	1706
NR_138146	PNO1	0
NM_001284244	PNOC	3
NM_006228	PNOC	0
NM_000270	PNP	3008
NM_001145716	PNPLA1	0
NM_001145717	PNPLA1	0
NM_001374623	PNPLA1	0
NM_173676	PNPLA1	1
NM_020376	PNPLA2	302
NM_025225	PNPLA3	542
NM_001142389	PNPLA4	93
NM_001172672	PNPLA4	0
NM_004650	PNPLA4	146
NM_001177675	PNPLA5	113
NM_001371410	PNPLA5	117
NM_138814	PNPLA5	30
NM_001166111	PNPLA6	41
NM_001166112	PNPLA6	220
NM_001166113	PNPLA6	61
NM_001166114	PNPLA6	2518
NM_006702	PNPLA6	1508
NM_001098537	PNPLA7	13
NM_152286	PNPLA7	0
NM_001256007	PNPLA8	617
NM_001256008	PNPLA8	237
NM_001256009	PNPLA8	96
NM_001256010	PNPLA8	42
NM_001256011	PNPLA8	0
NM_015723	PNPLA8	71
NM_018129	PNPO	364
NM_033109	PNPT1	4243
NM_006813	PNRC1	677
NM_017761	PNRC2	6789
NM_001161580	POC1A	338
NM_001161581	POC1A	122
NM_015426	POC1A	500
NM_001199777	POC1B	0
NM_172240	POC1B	208
NR_037659	POC1B	108
NR_037660	POC1B	241
NR_146294	POC1B-AS1	22
NM_001199781	POC1B-GALNT4	190
NM_001199782	POC1B-GALNT4	23
NM_001099271	POC5	373
NM_152408	POC5	0
NM_001199080	PODN	0
NM_001199081	PODN	0
NM_153703	PODN	3
NM_001146254	PODNL1	0
NM_001146255	PODNL1	32
NM_001370095	PODNL1	0
NM_024825	PODNL1	0
NM_001018111	PODXL	9673
NM_005397	PODXL	40968
NM_015720	PODXL2	1689
NM_001307940	POF1B	0
NM_024921	POF1B	9
NM_015352	POFUT1	4402
NM_172236	POFUT1	127
NM_015227	POFUT2	420
NM_133635	POFUT2	521
NR_004858	POFUT2	347
NR_148026	POFUT2	58
NM_001314014	POGK	86
NM_017542	POGK	2339
NM_152305	POGLUT1	1298
NR_024265	POGLUT1	98
NM_001318732	POGLUT2	46
NM_024089	POGLUT2	1590
NM_001363502	POGLUT3	212
NM_001363503	POGLUT3	146
NM_153705	POGLUT3	1989
NM_001194937	POGZ	0
NM_001194938	POGZ	23
NM_015100	POGZ	823
NM_145796	POGZ	0
NM_207171	POGZ	767
NM_001330360	POLA1	5900
NM_001378303	POLA1	89
NM_016937	POLA1	303
NR_165482	POLA1	170
NR_165483	POLA1	40
NM_002689	POLA2	1119
NM_002690	POLB	950
NM_001256849	POLD1	250
NM_001308632	POLD1	200
NM_002691	POLD1	3588
NR_046402	POLD1	216
NM_001127218	POLD2	234
NM_001256879	POLD2	80
NM_006230	POLD2	1996
NM_001363597	POLD3	51
NM_006591	POLD3	1507
NR_046409	POLD3	0
NR_046410	POLD3	92
NM_001256870	POLD4	5
NM_021173	POLD4	137
NR_046411	POLD4	20
NR_046412	POLD4	0
NR_046413	POLD4	17
NM_001290145	POLDIP2	0
NM_015584	POLDIP2	2436
NM_001278657	POLDIP3	78
NM_001363052	POLDIP3	112
NM_032311	POLDIP3	2083
NM_178136	POLDIP3	91
NR_103820	POLDIP3	0
NM_006231	POLE	4306
NM_001197330	POLE2	12
NM_001197331	POLE2	281
NM_001348384	POLE2	9
NM_001348385	POLE2	73
NM_002692	POLE2	379
NM_001278255	POLE3	0
NM_017443	POLE3	544
NR_027261	POLE3	1509
NM_019896	POLE4	400
NM_001126131	POLG	1875
NM_002693	POLG	1328
NM_007215	POLG2	420
NM_001291969	POLH	13
NM_001291970	POLH	129
NM_006502	POLH	411
NM_001351610	POLI	2
NM_001351611	POLI	79
NM_001351612	POLI	609
NM_001351613	POLI	0
NM_001351614	POLI	0
NM_001351615	POLI	149
NM_001351616	POLI	0
NM_001351617	POLI	33
NM_001351618	POLI	62
NM_001351619	POLI	21
NM_001351620	POLI	0
NM_001351621	POLI	0
NM_001351632	POLI	235
NM_007195	POLI	44
NR_147257	POLI	22
NM_001345921	POLK	0
NM_001345922	POLK	55
NM_001387110	POLK	0
NM_001387111	POLK	16
NM_001387112	POLK	91
NM_001387113	POLK	239
NM_016218	POLK	256
NR_144315	POLK	141
NR_170559	POLK	14
NR_170560	POLK	0
NM_001174084	POLL	105
NM_001174085	POLL	0
NM_001308382	POLL	7
NM_013274	POLL	231
NR_033406	POLL	84
NM_001284330	POLM	33
NM_001284331	POLM	0
NM_001362683	POLM	55
NM_013284	POLM	127
NR_104299	POLM	63
NR_156112	POLM	9
NR_156113	POLM	0
NM_181808	POLN	90
NM_199420	POLQ	3389
NM_015425	POLR1A	3759
NM_001137604	POLR1B	19
NM_001282772	POLR1B	680
NM_001282774	POLR1B	10
NM_001282776	POLR1B	0
NM_001282777	POLR1B	32
NM_001282779	POLR1B	87
NM_001371969	POLR1B	19
NM_001371970	POLR1B	148
NM_001371971	POLR1B	0
NM_019014	POLR1B	2445
NM_001318876	POLR1C	30
NM_001363658	POLR1C	87
NM_203290	POLR1C	880
NM_001206559	POLR1D	22
NM_001374407	POLR1D	585
NM_015972	POLR1D	1786
NM_152705	POLR1D	483
NM_001282766	POLR1E	34
NM_022490	POLR1E	1377
NM_001002926	POLR1F	2500
NM_001297590	POLR1G	328
NM_012099	POLR1G	704
NM_001278785	POLR1H	80
NM_001278786	POLR1H	10
NM_014596	POLR1H	164
NM_170783	POLR1H	285
NR_103864	POLR1H	7
NM_000937	POLR2A	2695
NM_000938	POLR2B	7885
NM_001303268	POLR2B	150
NM_001303269	POLR2B	53
NM_032940	POLR2C	2020
NM_004805	POLR2D	2697
NM_001316323	POLR2E	19
NM_001316324	POLR2E	8
NM_002695	POLR2E	3145
NM_001301129	POLR2F	14
NM_001301130	POLR2F	0
NM_001301131	POLR2F	0
NM_001363825	POLR2F	267
NM_021974	POLR2F	1290
NR_125371	POLR2F	62
NM_002696	POLR2G	1764
NM_001278698	POLR2H	605
NM_001278699	POLR2H	42
NM_001278700	POLR2H	250
NM_001278714	POLR2H	88
NM_001278715	POLR2H	0
NM_001346879	POLR2H	0
NM_006232	POLR2H	484
NM_006233	POLR2I	656
NM_001371100	POLR2J	18
NM_006234	POLR2J	466
